Date,Adj Close,Close,High,Low,Open,Volume
2026-02-23,83294.65625,83294.65625,83486.1484375,82906.828125,82906.828125,20300
2026-02-24,82225.921875,82225.921875,83079.5078125,81934.7265625,83052.5390625,20200
2026-02-25,82276.0703125,82276.0703125,82957.90625,82132.6328125,82530.1171875,19200
2026-02-26,82248.609375,82248.609375,82579.15625,81970.46875,82418.78125,122500
2026-02-27,81287.1875,81287.1875,82246.171875,81159.1484375,82220.4765625,15800
2026-03-02,80238.8515625,80238.8515625,80632.546875,78543.7265625,78543.7265625,30600
2026-03-04,79116.1875,79116.1875,79527.40625,78443.203125,78528.8203125,21800
2026-03-05,80015.8984375,80015.8984375,80303.828125,79201.6875,79530.4765625,22200
2026-03-06,78918.8984375,78918.8984375,79753.03125,78812.1796875,79658.9921875,18100
2026-03-09,77566.15625,77566.15625,77711.3515625,76424.546875,77056.75,16600
2026-03-10,78205.9765625,78205.9765625,78526.25,77745.46875,78375.7265625,22000
2026-03-11,76863.7109375,76863.7109375,78324.3671875,76759.2578125,78238.90625,16400
2026-03-12,76034.421875,76034.421875,76681.7109375,75871.1796875,76369.6484375,22700
2026-03-13,74563.921875,74563.921875,75576.203125,74454.6015625,75444.21875,18500
2026-03-16,75502.8515625,75502.8515625,75805.2734375,73949.7578125,74415.7890625,16700
2026-03-17,76070.84375,76070.84375,76304.2578125,75324.7265625,75826.6796875,35200
2026-03-18,76704.1328125,76704.1328125,77000.21875,76187.921875,76367.546875,19300
2026-03-19,74207.2421875,74207.2421875,75354.1796875,73950.953125,74750.921875,31000
2026-03-20,74532.9609375,74532.9609375,75286.390625,74385.0390625,74559.3828125,19000
2026-03-23,72696.390625,72696.390625,73732.578125,72558.4375,73732.578125,19300
2026-03-24,74068.453125,74068.453125,74489.390625,73084.4609375,74212.46875,20700
2026-03-25,75273.453125,75273.453125,75849.7578125,74550.46875,74652.0078125,31000
2026-03-27,73583.21875,73583.21875,74904.90625,73534.40625,74883.7890625,28800
2026-03-30,71947.546875,71947.546875,73165.3203125,71774.1328125,72565.21875,26600
2026-04-01,73134.3203125,73134.3203125,73964.578125,72971.6796875,73762.4296875,20600
2026-04-02,73319.546875,73319.546875,73568.5390625,71545.8125,72262.046875,33000
2026-04-06,74106.8515625,74106.8515625,74207.4609375,72728.65625,73477.53125,14000
2026-04-07,74616.578125,74616.578125,74686.3203125,73282.40625,73734.359375,13400
2026-04-08,77562.8984375,77562.8984375,77635.5390625,77042.1484375,77290.6328125,27600
2026-04-09,76631.6484375,76631.6484375,77429.328125,76347.8984375,77319.328125,35500
2026-04-10,77550.25,77550.25,77622.5,76851.15625,77121.0078125,16200
2026-04-13,76847.5703125,76847.5703125,77063.40625,75868.3203125,75937.15625,19300
2026-04-15,78111.2421875,78111.2421875,78270.421875,77849.5234375,77981.1015625,15800
2026-04-16,77988.6796875,77988.6796875,78730.3203125,77674.9296875,78677.5625,33900
2026-04-17,78493.5390625,78493.5390625,78553.453125,77726.2265625,77976.1328125,14200
2026-04-20,78520.296875,78520.296875,78942.453125,78203.296875,78632.8984375,13200
2026-04-21,79273.328125,79273.328125,79367.078125,78522.9609375,78617.15625,10900
2026-04-22,78516.4921875,78516.4921875,79031.03125,78442.296875,79019.34375,16900
2026-04-23,77664.0,77664.0,78178.5390625,77574.1796875,77983.65625,24900
2026-04-24,76664.2109375,76664.2109375,77710.8203125,76403.8671875,77483.796875,14100
2026-04-27,77303.6328125,77303.6328125,77420.0390625,76754.203125,76856.046875,21200
2026-04-28,76886.90625,76886.90625,77493.53125,76741.0625,77094.7890625,16800
2026-04-29,77496.359375,77496.359375,77982.5078125,77136.203125,77245.828125,17900
2026-04-30,76913.5,76913.5,77254.328125,76258.859375,77014.2109375,27900
2026-05-04,77269.3984375,77269.3984375,77910.75,76939.5390625,77257.2734375,69200
2026-05-05,77017.7890625,77017.7890625,77151.328125,76515.03125,77103.71875,14500
2026-05-06,77958.5234375,77958.5234375,78022.78125,76773.25,77424.359375,15000
2026-05-07,77844.5234375,77844.5234375,78384.703125,77713.2109375,78339.2421875,21500
2026-05-08,77328.1875,77328.1875,77647.4375,77146.4296875,77631.9375,13200
2026-05-11,76015.28125,76015.28125,76678.5234375,75957.3984375,76638.09375,23900
2026-05-12,74559.2421875,74559.2421875,75741.9609375,74449.5,75688.390625,15200
2026-05-13,74608.9765625,74608.9765625,75191.5703125,74134.4765625,74439.34375,18200
2026-05-14,75398.71875,75398.71875,75681.8828125,74526.7734375,74947.1171875,35800
2026-05-15,75237.9921875,75237.9921875,75870.359375,75139.40625,75497.1015625,15200
2026-05-18,75315.0390625,75315.0390625,75466.6015625,74180.2578125,74807.96875,16100
2026-05-19,75200.8515625,75200.8515625,75746.2734375,75115.9921875,75441.2734375,13100
2026-05-20,75318.390625,75318.390625,75406.1796875,74529.40625,74806.4921875,11500
2026-05-21,75183.359375,75183.359375,75945.7890625,74996.78125,75732.421875,20600
2026-05-22,75415.3515625,75415.3515625,75810.96875,75230.75,75260.390625,9400
2026-05-25,76488.9609375,76488.9609375,76559.0703125,76097.0234375,76135.8203125,11600
2026-05-26,76009.703125,76009.703125,76627.0390625,75909.6796875,76224.140625,11500
2026-05-27,75867.796875,75867.796875,76224.6796875,75748.2109375,75939.859375,26000
2026-05-29,74775.7421875,74775.7421875,76220.0234375,74589.109375,75988.5078125,19500
2026-06-01,74267.34375,74267.34375,75367.9296875,74203.6796875,75203.0234375,13500
2026-06-02,74649.84375,74649.84375,74862.1875,73815.1171875,73945.203125,19300
2026-06-03,74346.171875,74346.171875,74515.6484375,73492.6015625,74507.7265625,14900
2026-06-04,74360.0078125,74360.0078125,74544.2421875,73807.296875,73935.828125,19200
2026-06-05,74243.34375,74243.34375,74717.5703125,73988.75,74629.9375,18000
2026-06-08,73524.2578125,73524.2578125,73934.3515625,73318.9375,73421.609375,17600
2026-06-09,73918.7578125,73918.7578125,74035.40625,73426.1796875,74035.40625,12100
2026-06-10,73983.1796875,73983.1796875,74613.0078125,73897.5703125,73988.2734375,16700
2026-06-11,73832.546875,73832.546875,74394.34375,73518.75,73615.9921875,27500
2026-06-12,75527.953125,75527.953125,75608.0234375,74453.390625,74709.2734375,16100
2026-06-15,76264.328125,76264.328125,76821.0703125,76140.4375,76725.2734375,18500
2026-06-16,76808.4765625,76808.4765625,76846.7421875,76443.34375,76526.7734375,12700
2026-06-17,77155.6171875,77155.6171875,77218.9921875,76768.4921875,77080.09375,17800
2026-06-18,77409.9765625,77409.9765625,77492.328125,76953.0,77131.65625,17900
2026-06-19,76802.8984375,76802.8984375,76901.6484375,76469.71875,76852.859375,18000
2026-06-22,77094.0703125,77094.0703125,77325.5625,77008.0234375,77160.671875,13400
2026-06-23,76200.6796875,76200.6796875,77194.828125,76082.5078125,77086.046875,12200
2026-06-24,76991.21875,76991.21875,77190.3671875,76121.59375,76229.7578125,19800
2026-06-25,77100.46875,77100.46875,77803.1796875,76993.15625,77391.0703125,47500
2026-06-29,76728.3671875,76728.3671875,77252.78125,76621.75,77055.2109375,18900
2026-06-30,76478.671875,76478.671875,77037.359375,76329.390625,77005.5078125,23400
2026-07-01,76922.640625,76922.640625,77110.078125,76538.3671875,76545.2109375,18800
2026-07-02,77502.1171875,77502.1171875,77578.9296875,77063.953125,77083.140625,22600
2026-07-03,77763.90625,77763.90625,78157.5234375,77710.0078125,78152.34375,20900
2026-07-06,78285.0703125,78285.0703125,78398.0625,77879.703125,77940.8984375,23600
2026-07-07,78180.71875,78180.71875,78664.921875,78031.0390625,78461.15625,16700
2026-07-08,76503.6015625,76503.6015625,77851.1796875,76259.03125,77816.453125,13800
2026-07-09,76741.8203125,76741.8203125,77326.6484375,76576.140625,76576.140625,33500
2026-07-10,77569.390625,77569.390625,77642.2265625,77320.5625,77395.6328125,12300
2026-07-13,77616.3984375,77616.3984375,77789.2890625,76857.4296875,76963.3515625,17000
2026-07-14,77054.9375,77054.9375,77402.7890625,77001.4765625,77272.34375,15700
2026-07-15,77185.4296875,77185.4296875,77646.2734375,76982.8203125,77192.7578125,11400
2026-07-16,77186.8671875,77186.8671875,77579.6875,77086.421875,77388.421875,25600
2026-07-17,78151.453125,78151.453125,78282.546875,77308.0,77370.7734375,14600
2026-07-20,77708.5234375,77708.5234375,78151.453125,77368.2890625,78151.453125,15000
2026-07-21,77470.109375,77470.109375,77753.1796875,77337.328125,77649.6328125,16500
2026-07-22,76755.046875,76755.046875,77384.953125,76641.1875,77384.953125,13200
2026-07-23,76391.390625,76391.390625,76726.65625,76151.9765625,76515.1015625,22500
2026-07-24,76059.7734375,76059.7734375,76210.953125,75474.4296875,75708.1875,21400
2026-07-27,76835.78125,76835.78125,76901.5078125,76517.8515625,76608.9765625,14500
2026-07-28,76765.921875,76765.921875,76988.4765625,76672.7734375,76831.75,18700
2026-07-29,77654.6015625,77654.6015625,77765.4921875,77333.2421875,77423.7734375,22100
2026-07-30,77928.1484375,77928.1484375,78007.09375,77440.90625,77638.859375,24100
2026-07-31,78094.640625,78094.640625,78272.25,77809.9296875,77998.65625,15900
